Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","New Food Balances","41","China, mainland","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","1332","S","Standardized data"
"FBS","New Food Balances","41","China, mainland","5511","Production","2516","Oats","2017","2017","1000 tonnes","1281","S","Standardized data"
"FBS","New Food Balances","41","China, mainland","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","1997","S","Standardized data"
"FBS","New Food Balances","41","China, mainland","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","2795","S","Standardized data"
"FBS","New Food Balances","41","China, mainland","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","2652","S","Standardized data"
"FBS","New Food Balances","214","China, Taiwan Province of","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","32","S","Standardized data"
"FBS","New Food Balances","214","China, Taiwan Province of","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","1754","S","Standardized data"
"FBS","New Food Balances","214","China, Taiwan Province of","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","214","China, Taiwan Province of","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","185","S","Standardized data"
"FBS","New Food Balances","214","China, Taiwan Province of","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","214","China, Taiwan Province of","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","2","S","Standardized data"
"FBS","New Food Balances","214","China, Taiwan Province of","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","44","Colombia","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","15","S","Standardized data"
"FBS","New Food Balances","44","Colombia","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","2989","S","Standardized data"
"FBS","New Food Balances","44","Colombia","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","11","S","Standardized data"
"FBS","New Food Balances","44","Colombia","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","1296","S","Standardized data"
"FBS","New Food Balances","44","Colombia","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","44","Colombia","5511","Production","2516","Oats","2017","2017","1000 tonnes","5","S","Standardized data"
"FBS","New Food Balances","44","Colombia","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","10","S","Standardized data"
"FBS","New Food Balances","44","Colombia","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","5","S","Standardized data"
"FBS","New Food Balances","46","Congo","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","5","S","Standardized data"
"FBS","New Food Balances","46","Congo","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","46","Congo","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","12","S","Standardized data"
"FBS","New Food Balances","46","Congo","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","15","S","Standardized data"
"FBS","New Food Balances","46","Congo","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","3","S","Standardized data"
"FBS","New Food Balances","48","Costa Rica","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","48","Costa Rica","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","152","S","Standardized data"
"FBS","New Food Balances","48","Costa Rica","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","48","Costa Rica","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","7","S","Standardized data"
"FBS","New Food Balances","48","Costa Rica","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","107","Côte d'Ivoire","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","107","Côte d'Ivoire","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","2120","S","Standardized data"
"FBS","New Food Balances","107","Côte d'Ivoire","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","1025","S","Standardized data"
"FBS","New Food Balances","107","Côte d'Ivoire","5511","Production","2516","Oats","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","107","Côte d'Ivoire","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","62","S","Standardized data"
"FBS","New Food Balances","107","Côte d'Ivoire","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","63","S","Standardized data"
"FBS","New Food Balances","107","Côte d'Ivoire","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","20","S","Standardized data"
"FBS","New Food Balances","98","Croatia","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","682","S","Standardized data"
"FBS","New Food Balances","98","Croatia","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","98","Croatia","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","260","S","Standardized data"
"FBS","New Food Balances","98","Croatia","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","1560","S","Standardized data"
"FBS","New Food Balances","98","Croatia","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","3","S","Standardized data"
"FBS","New Food Balances","98","Croatia","5511","Production","2516","Oats","2017","2017","1000 tonnes","68","S","Standardized data"
"FBS","New Food Balances","98","Croatia","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","98","Croatia","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","98","Croatia","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","83","S","Standardized data"
"FBS","New Food Balances","49","Cuba","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","49","Cuba","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","405","S","Standardized data"
"FBS","New Food Balances","49","Cuba","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","49","Cuba","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","374","S","Standardized data"
"FBS","New Food Balances","49","Cuba","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","8","S","Standardized data"
"FBS","New Food Balances","50","Cyprus","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","23","S","Standardized data"
"FBS","New Food Balances","50","Cyprus","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","26","S","Standardized data"
"FBS","New Food Balances","50","Cyprus","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","50","Cyprus","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","50","Cyprus","5511","Production","2516","Oats","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","50","Cyprus","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","167","Czechia","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","4718","S","Standardized data"
"FBS","New Food Balances","167","Czechia","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","167","Czechia","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","1712","S","Standardized data"
"FBS","New Food Balances","167","Czechia","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","593","S","Standardized data"
"FBS","New Food Balances","167","Czechia","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","109","S","Standardized data"
"FBS","New Food Balances","167","Czechia","5511","Production","2516","Oats","2017","2017","1000 tonnes","142","S","Standardized data"
"FBS","New Food Balances","167","Czechia","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","167","Czechia","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","167","Czechia","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","190","S","Standardized data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","50","S","Standardized data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","2383","S","Standardized data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","21","S","Standardized data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","2200","S","Standardized data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","65","S","Standardized data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","5511","Production","2516","Oats","2017","2017","1000 tonnes","12","S","Standardized data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","75","S","Standardized data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","36","S","Standardized data"
"FBS","New Food Balances","54","Denmark","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","4834","S","Standardized data"
"FBS","New Food Balances","54","Denmark","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","54","Denmark","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","3992","S","Standardized data"
"FBS","New Food Balances","54","Denmark","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","39","S","Standardized data"
"FBS","New Food Balances","54","Denmark","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","723","S","Standardized data"
"FBS","New Food Balances","54","Denmark","5511","Production","2516","Oats","2017","2017","1000 tonnes","350","S","Standardized data"
"FBS","New Food Balances","54","Denmark","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","89","S","Standardized data"
"FBS","New Food Balances","72","Djibouti","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","72","Djibouti","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","72","Djibouti","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","72","Djibouti","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","55","Dominica","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","55","Dominica","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","55","Dominica","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","56","Dominican Republic","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","56","Dominican Republic","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","905","S","Standardized data"
"FBS","New Food Balances","56","Dominican Republic","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","56","Dominican Republic","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","44","S","Standardized data"
"FBS","New Food Balances","56","Dominican Republic","5511","Production","2516","Oats","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","56","Dominican Republic","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","58","Ecuador","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","6","S","Standardized data"
"FBS","New Food Balances","58","Ecuador","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","1067","S","Standardized data"
"FBS","New Food Balances","58","Ecuador","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","14","S","Standardized data"
"FBS","New Food Balances","58","Ecuador","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","1436","S","Standardized data"
"FBS","New Food Balances","58","Ecuador","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","58","Ecuador","5511","Production","2516","Oats","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","58","Ecuador","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","14","S","Standardized data"
"FBS","New Food Balances","58","Ecuador","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","59","Egypt","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","8425","S","Standardized data"
"FBS","New Food Balances","59","Egypt","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","4961","S","Standardized data"
"FBS","New Food Balances","59","Egypt","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","98","S","Standardized data"
"FBS","New Food Balances","59","Egypt","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","8543","S","Standardized data"
"FBS","New Food Balances","59","Egypt","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","94","S","Standardized data"
"FBS","New Food Balances","59","Egypt","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","728","S","Standardized data"
"FBS","New Food Balances","60","El Salvador","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","60","El Salvador","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","30","S","Standardized data"
"FBS","New Food Balances","60","El Salvador","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","60","El Salvador","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","904","S","Standardized data"
"FBS","New Food Balances","60","El Salvador","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","96","S","Standardized data"
"FBS","New Food Balances","63","Estonia","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","713","S","Standardized data"
"FBS","New Food Balances","63","Estonia","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","426","S","Standardized data"
"FBS","New Food Balances","63","Estonia","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","63","Estonia","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","52","S","Standardized data"
"FBS","New Food Balances","63","Estonia","5511","Production","2516","Oats","2017","2017","1000 tonnes","89","S","Standardized data"
"FBS","New Food Balances","63","Estonia","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","63","Estonia","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","47","S","Standardized data"
"FBS","New Food Balances","209","Eswatini","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","209","Eswatini","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","209","Eswatini","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","91","S","Standardized data"
"FBS","New Food Balances","209","Eswatini","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","4831","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","140","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","2032","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","8117","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","5511","Production","2516","Oats","2017","2017","1000 tonnes","47","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","1078","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","4816","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","5218","S","Standardized data"
"FBS","New Food Balances","66","Fiji","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","66","Fiji","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","9","S","Standardized data"
"FBS","New Food Balances","66","Fiji","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","66","Fiji","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","66","Fiji","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","67","Finland","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","802","S","Standardized data"
"FBS","New Food Balances","67","Finland","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","67","Finland","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","1460","S","Standardized data"
"FBS","New Food Balances","67","Finland","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","67","Finland","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","114","S","Standardized data"
"FBS","New Food Balances","67","Finland","5511","Production","2516","Oats","2017","2017","1000 tonnes","1014","S","Standardized data"
"FBS","New Food Balances","67","Finland","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","33","S","Standardized data"
"FBS","New Food Balances","68","France","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","38678","S","Standardized data"
"FBS","New Food Balances","68","France","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","93","S","Standardized data"
"FBS","New Food Balances","68","France","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","12087","S","Standardized data"
"FBS","New Food Balances","68","France","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","14535","S","Standardized data"
"FBS","New Food Balances","68","France","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","110","S","Standardized data"
"FBS","New Food Balances","68","France","5511","Production","2516","Oats","2017","2017","1000 tonnes","537","S","Standardized data"
"FBS","New Food Balances","68","France","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","40","S","Standardized data"
"FBS","New Food Balances","68","France","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","326","S","Standardized data"
"FBS","New Food Balances","68","France","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","2322","S","Standardized data"
"FBS","New Food Balances","70","French Polynesia","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","70","French Polynesia","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","70","French Polynesia","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","74","Gabon","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","74","Gabon","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","2","S","Standardized data"
"FBS","New Food Balances","74","Gabon","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","74","Gabon","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","50","S","Standardized data"
"FBS","New Food Balances","75","Gambia","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","75","Gambia","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","51","S","Standardized data"
"FBS","New Food Balances","75","Gambia","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","75","Gambia","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","39","S","Standardized data"
"FBS","New Food Balances","75","Gambia","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","98","S","Standardized data"
"FBS","New Food Balances","75","Gambia","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","28","S","Standardized data"
"FBS","New Food Balances","75","Gambia","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","73","Georgia","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","98","S","Standardized data"
"FBS","New Food Balances","73","Georgia","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","44","S","Standardized data"
"FBS","New Food Balances","73","Georgia","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","143","S","Standardized data"
"FBS","New Food Balances","73","Georgia","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","73","Georgia","5511","Production","2516","Oats","2017","2017","1000 tonnes","4","S","Standardized data"
"FBS","New Food Balances","73","Georgia","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","8","S","Standardized data"
"FBS","New Food Balances","79","Germany","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","24482","S","Standardized data"
"FBS","New Food Balances","79","Germany","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","79","Germany","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","10853","S","Standardized data"
"FBS","New Food Balances","79","Germany","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","4548","S","Standardized data"
"FBS","New Food Balances","79","Germany","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","2737","S","Standardized data"
"FBS","New Food Balances","79","Germany","5511","Production","2516","Oats","2017","2017","1000 tonnes","577","S","Standardized data"
"FBS","New Food Balances","79","Germany","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","2360","S","Standardized data"
"FBS","New Food Balances","81","Ghana","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","81","Ghana","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","721","S","Standardized data"
"FBS","New Food Balances","81","Ghana","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","81","Ghana","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","1965","S","Standardized data"
"FBS","New Food Balances","81","Ghana","5511","Production","2516","Oats","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","81","Ghana","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","167","S","Standardized data"
"FBS","New Food Balances","81","Ghana","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","230","S","Standardized data"
"FBS","New Food Balances","81","Ghana","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","17","S","Standardized data"
"FBS","New Food Balances","84","Greece","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","1359","S","Standardized data"
"FBS","New Food Balances","84","Greece","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","255","S","Standardized data"
"FBS","New Food Balances","84","Greece","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","377","S","Standardized data"
"FBS","New Food Balances","84","Greece","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","1462","S","Standardized data"
"FBS","New Food Balances","84","Greece","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","26","S","Standardized data"
"FBS","New Food Balances","84","Greece","5511","Production","2516","Oats","2017","2017","1000 tonnes","110","S","Standardized data"
"FBS","New Food Balances","84","Greece","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","84","Greece","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","84","Greece","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","55","S","Standardized data"
"FBS","New Food Balances","86","Grenada","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","86","Grenada","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","89","Guatemala","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","89","Guatemala","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","33","S","Standardized data"
"FBS","New Food Balances","89","Guatemala","5511","Production","2513","Barley and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","89","Guatemala","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","1917","S","Standardized data"
"FBS","New Food Balances","89","Guatemala","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","53","S","Standardized data"
"FBS","New Food Balances","89","Guatemala","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","90","Guinea","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","90","Guinea","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","2230","S","Standardized data"
"FBS","New Food Balances","90","Guinea","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","768","S","Standardized data"
"FBS","New Food Balances","90","Guinea","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","203","S","Standardized data"
"FBS","New Food Balances","90","Guinea","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","41","S","Standardized data"
"FBS","New Food Balances","90","Guinea","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","514","S","Standardized data"
"FBS","New Food Balances","175","Guinea-Bissau","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","187","S","Standardized data"
"FBS","New Food Balances","175","Guinea-Bissau","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","7","S","Standardized data"
"FBS","New Food Balances","175","Guinea-Bissau","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","15","S","Standardized data"
"FBS","New Food Balances","175","Guinea-Bissau","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","18","S","Standardized data"
"FBS","New Food Balances","175","Guinea-Bissau","5511","Production","2520","Cereals, Other","2017","2017","1000 tonnes","3","S","Standardized data"
"FBS","New Food Balances","91","Guyana","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","91","Guyana","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","630","S","Standardized data"
"FBS","New Food Balances","91","Guyana","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","4","S","Standardized data"
"FBS","New Food Balances","93","Haiti","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","93","Haiti","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","179","S","Standardized data"
"FBS","New Food Balances","93","Haiti","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","225","S","Standardized data"
"FBS","New Food Balances","93","Haiti","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","80","S","Standardized data"
"FBS","New Food Balances","95","Honduras","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","1","S","Standardized data"
"FBS","New Food Balances","95","Honduras","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","59","S","Standardized data"
"FBS","New Food Balances","95","Honduras","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","676","S","Standardized data"
"FBS","New Food Balances","95","Honduras","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","21","S","Standardized data"
"FBS","New Food Balances","97","Hungary","5511","Production","2511","Wheat and products","2017","2017","1000 tonnes","5237","S","Standardized data"
"FBS","New Food Balances","97","Hungary","5511","Production","2805","Rice and products","2017","2017","1000 tonnes","10","S","Standardized data"
